,build,package_name,package_version,crate_name,build_crate_hash,edition,block,unsafe_scope,unsafe_scope_span,unsafe_scope_expansion_kind,unsafe_scope_expansion_kind_descr,file_name,line,col,check_mode,call,unsafety,abi,target_crate,call_target_def_path,call_target_summary_key,is_target_trait_item
272309,12420,optimisticpeach-opengles_graphics,0.1.4,opengles_graphics,eb4630d0d369df9c,2015,57247571,20418525,18322199,Root,{{root}},src/back_end.rs,98,8,UnsafeBlockUserProvided,17633494,Normal,Rust,core,core[e667]::ops[0]::index[0]::Index[0]::index[0],core.ops.index.Index.index,True
519667,32273,gameboy_opengl,0.2.0,gameboy_opengl,30cdb1fea3f19a90,2015,148375086,52944927,47379008,Root,{{root}},src/lib.rs,353,4,UnsafeBlockUserProvided,45673578,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
735283,58452,termsize,0.1.6,termsize,9262bd4ef3539a73,2015,266252415,95814724,85762553,Root,{{root}},src/nix.rs,32,12,UnsafeBlockUserProvided,82392567,Normal,Rust,core,core[e667]::convert[0]::Into[0]::into[0],core.convert.Into.into,True
490616,30207,specs_guided_join,0.2.1,specs_guided_join,4619aeb16e1052f1,2015,137350686,49340293,44182828,Root,{{root}},src/guided_join.rs,46,29,UnsafeBlockUserProvided,42478739,Unsafe,Rust,specs,specs[83cb]::join[0]::Join[0]::open[0],specs.join.Join.open,True
716152,56208,glitchup,0.4.1,glitchconsole,5b380c739777c0dc,2018,258088734,92609756,82851663,Root,{{root}},src/loaders.rs,24,19,UnsafeBlockUserProvided,79667130,Normal,Rust,core,core[e667]::ops[0]::try[0]::Try[0]::from_error[0],core.ops.try.Try.from_error,True
354877,16753,rliron,0.0.6,rliron,474ebc1d0f75a7c4,2015,75539742,26879216,24068577,Root,{{root}},src/curses.rs,102,8,UnsafeBlockUserProvided,23256886,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
54146,2170,unix_socket,0.5.0,unix_socket,3293671f6009ab02,2015,10893578,3846988,3472767,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/unix_socket-0.5.0/src/lib.rs,829,8,UnsafeBlockUserProvided,3256157,Normal,Rust,core,core[e667]::convert[0]::From[0]::from[0],core.convert.From.from,True
276672,13095,uinput,0.1.3,uinput,52d83bcc4fcaceb8,2015,60273070,21418113,19233253,Root,{{root}},src/device/builder.rs,151,6,UnsafeBlockUserProvided,18560949,Normal,Rust,core,core[e667]::convert[0]::From[0]::from[0],core.convert.From.from,True
25615,913,crossterm,0.14.2,crossterm,8ed7cb2a2b92c2ea,2018,4729100,1741463,1592210,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/crossterm-0.14.2/src/terminal/sys/unix.rs,116,4,UnsafeBlockUserProvided,1451957,Normal,Rust,core,core[e667]::ops[0]::try[0]::Try[0]::into_result[0],core.ops.try.Try.into_result,True
1034126,99486,newrelic-sdk,0.0.3,newrelic_sdk,a6a87bb3cff3a516,2015,451050882,162577961,145661684,Root,{{root}},src/linux.rs,72,13,UnsafeBlockUserProvided,140056112,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
659994,49866,owned-read,0.4.0,owned_read,7ce7d1d6c11322ac,2015,230321401,82845422,73810017,MacroDerive,#[derive(__rental_structs_and_impls)],<::rental::rental macros>,6,36,UnsafeBlockUserProvided,70912971,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
122934,5113,drone-core,0.11.1,drone_core,413212b3dfc0f69d,2018,25596659,8989580,7985390,Root,{{root}},src/thr/preempted.rs,22,4,UnsafeBlockUserProvided,7739486,Unsafe,Rust,drone_core,drone_core[483e]::thr[0]::Thread[0]::local[0],drone_core.thr.Thread.local,True
407970,23896,rayon-hash,0.5.0,rayon_hash,9b8b7a554bae45a5,2018,107506014,38240114,34469426,Root,{{root}},src/std_hash/table.rs,751,8,UnsafeBlockUserProvided,33272199,Normal,Rust,core,core[e667]::convert[0]::From[0]::from[0],core.convert.From.from,True
439937,26476,natpmp,0.2.0,natpmp,dfb2da219ef62993,2018,118630631,42325571,38037362,Root,{{root}},src/lib.rs,52,4,UnsafeBlockUserProvided,36735130,Normal,Rust,core,core[e667]::clone[0]::Clone[0]::clone[0],core.clone.Clone.clone,True
1025777,97985,eko-gc,0.0.2,eko_gc,cb114ee2b7621f7c,2018,443659999,159911648,143361880,Root,{{root}},src/gc_ref_cell.rs,106,6,UnsafeBlockUserProvided,137856502,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
380254,19642,drone-stm32l4,0.1.2,drone_stm32l4,e03176e80adc3b34,2015,88023651,31491901,28291041,Root,{{root}},src/reg/rcc.rs,297,4,UnsafeBlockUserProvided,27391119,Normal,Rust,drone_core,drone_core[e1a2]::reg[0]::value[0]::RawValue[0]::read_bits[0],drone_core.reg.value.RawValue.read_bits,True
536170,34874,wayland-kbd,0.13.1,wayland_kbd,a8389242f86422d9,2015,161633975,57556045,51387468,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/wayland-kbd-0.13.1/src/mapped_keyboard.rs,320,8,UnsafeBlockUserProvided,49636357,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
380330,19692,notnow,0.2.1,notnow,883b37f37b8b419d,2018,88590155,31644176,28407477,Root,{{root}},src/resize.rs,98,2,UnsafeBlockUserProvided,27521456,Normal,Rust,core,core[e667]::convert[0]::From[0]::from[0],core.convert.From.from,True
578813,39784,tagua-llvm,0.1.0,tagua_llvm,fd44509354fd5256,2015,183639219,65831674,58764359,MacroBang,bind_type!,source/native_type.rs,56,12,UnsafeBlockUserProvided,56623601,Normal,Rust,tagua_llvm,tagua_llvm[69c7]::LLVMRef[0]::to_ref[0],tagua_llvm.LLVMRef.to_ref,True
9640,113,snap,0.2.5,snap,3fb155882314f0e0,2015,668435,276976,247658,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/snap-0.2.5/src/compress.rs,283,16,UnsafeBlockUserProvided,215591,Normal,Rust,core,core[e667]::ops[0]::deref[0]::DerefMut[0]::deref_mut[0],core.ops.deref.DerefMut.deref_mut,True
940310,83345,diffmetrik,0.2.0,diffmetrik,b2b1d26b1ce7628c,2018,377597873,136180700,121891733,Root,{{root}},src/metrics/cpu.rs,37,25,UnsafeBlockUserProvided,117049534,Normal,Rust,core,core[e667]::ops[0]::index[0]::Index[0]::index[0],core.ops.index.Index.index,True
913054,80494,egaku2d_core,0.2.1,egaku2d_core,b8500e0a0f96eea7,2018,363649619,131197839,117360654,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/egaku2d_core-0.2.1/src/shader.rs,9,4,UnsafeBlockUserProvided,112735219,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
1015565,96327,hyper-fs,0.2.0,hyper_fs,574c820cede1a98b,2015,435880847,157381417,141004354,Root,{{root}},src/static_file.rs,535,16,UnsafeBlockUserProvided,135607451,Unsafe,Rust,bytes,bytes[9583]::buf[0]::buf_mut[0]::BufMut[0]::advance_mut[0],bytes.buf.buf_mut.BufMut.advance_mut,True
368505,18242,cedarwood,0.4.4,cedarwood,a4b56da04d4b60d6,2018,82385314,29321340,26311556,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/cedarwood-0.4.4/src/lib.rs,820,8,UnsafeBlockUserProvided,25437157,Normal,Rust,core,core[e667]::ops[0]::index[0]::Index[0]::index[0],core.ops.index.Index.index,True
994192,91648,convec,2.0.1,convec,eca115497214ef39,2015,415620455,150114547,134529218,Root,{{root}},src/convec.rs,111,8,UnsafeBlockUserProvided,129289539,Normal,Rust,core,core[e667]::ops[0]::index[0]::Index[0]::index[0],core.ops.index.Index.index,True
271150,12232,libperl-rs,0.2.0,libperl_rs,985e6ab36d54ca37,2018,56637722,20159925,18066429,Root,{{root}},src/perl.rs,44,4,UnsafeBlockUserProvided,17403575,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
998230,92622,allegro_primitives,0.0.38,allegro_primitives,407e56733fddbed9,2015,420261262,151579866,135814916,Root,{{root}},/opt/rustwide/cargo-home/registry/src/github.com-1ecc6299db9ec823/allegro_primitives-0.0.38/src/lib.rs,101,2,UnsafeBlockUserProvided,130606822,Normal,Rust,allegro_primitives,allegro_primitives[dc08]::VertexType[0]::get_decl[0],allegro_primitives.VertexType.get_decl,True
439117,26346,rain_task,0.4.0,rain_task,90a64a91d6de0a69,2015,117907745,42109132,37859422,Root,{{root}},src/input.rs,88,27,UnsafeBlockUserProvided,36533828,Normal,Rust,core,core[e667]::convert[0]::From[0]::from[0],core.convert.From.from,True
475155,29096,rust_transformers,0.1.0,rust_transformers,3f068311c3929ffa,2018,132018842,47393112,42524989,Root,{{root}},src/preprocessing/vocab/bpe_vocab.rs,47,8,UnsafeBlockUserProvided,40912658,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
975118,88265,sawtooth-zmq,0.8.2-dev5,zmq,922143a867acf59d,2015,399076370,144048161,129047228,Root,{{root}},src/message.rs,98,20,UnsafeBlockUserProvided,124005645,Normal,Rust,core,core[e667]::ops[0]::deref[0]::Deref[0]::deref[0],core.ops.deref.Deref.deref,True
630590,46266,pfctl,0.3.0,pfctl,ba3a2b533c493ed0,2018,213498614,76719090,68321090,Root,{{root}},src/rule/mod.rs,466,28,UnsafeBlockUserProvided,65790727,Normal,Rust,core,core[e667]::convert[0]::AsRef[0]::as_ref[0],core.convert.AsRef.as_ref,True
523782,33260,rug2d,0.1.1,rug2d,8f4d30ca1d9ae66,2015,152931780,54554129,48821103,Root,{{root}},src/lib.rs,30,4,UnsafeBlockUserProvided,47153848,Unsafe,Rust,glutin,glutin[9460]::GlContext[0]::make_current[0],glutin.GlContext.make_current,True
